"history_day_close","history_day_date","history_day_high","history_day_low","history_day_open","history_day_volume"
25.751915,"2014-05-30",25.751915,25.569277,25.607727,18933610
25.790365,"2014-06-02",25.80959,25.578889,25.675014,17125582
25.751915,"2014-06-03",25.77114,25.636564,25.713465,18650328
25.521214,"2014-06-04",25.703852,25.511602,25.703852,19969832
25.73269,"2014-06-05",25.742302,25.425089,25.511602,25041424
26.126802,"2014-06-06",26.184478,25.723077,25.751915,33736797
26.376728,"2014-06-09",26.46324,25.96339,26.011452,28282264
26.34789,"2014-06-10",26.395953,26.184478,26.251765,21842443
26.097965,"2014-06-11",26.299828,26.011452,26.261378,24721976
25.915327,"2014-06-12",26.107577,25.84804,26.049902,25747546
25.992227,"2014-06-13",26.021065,25.838427,25.838427,19133325
25.780752,"2014-06-16",25.92494,25.713465,25.905715,26681095
25.828815,"2014-06-17",25.934552,25.646177,25.751915,21302458
25.84804,"2014-06-18",25.896102,25.655789,25.838427,26237282
25.88649,"2014-06-19",25.934552,25.626952,25.626952,31605232
25.92494,"2014-06-20",25.992227,25.828815,25.973002,49758222
25.646177,"2014-06-23",26.011452,25.569277,26.00184,31244402
25.550052,"2014-06-24",25.838427,25.482764,25.626952,26423125
25.396252,"2014-06-25",25.482764,25.319352,25.444314,26263851
25.271289,"2014-06-26",25.434702,25.184776,25.434702,23166624
25.405864,"2014-06-27",25.405864,25.213614,25.271289,35160613
25.261677,"2014-06-30",25.425089,25.204001,25.415477,29678133
25.377027,"2014-07-01",25.473152,25.242452,25.252064,28064516
25.578889,"2014-07-02",25.617339,25.319352,25.328964,21284051
25.819202,"2014-07-03",25.84804,25.742302,25.77114,20513861
25.713465,"2014-07-07",25.799977,25.646177,25.761527,25262984
25.348189,"2014-07-08",25.617339,25.328964,25.588502,29105592
25.300127,"2014-07-09",25.405864,25.242452,25.405864,37820538
25.184776,"2014-07-10",25.271289,25.088651,25.117489,33239944
25.521214,"2014-07-11",25.521214,25.107876,25.175164,35440238
25.626952,"2014-07-14",25.819202,25.588502,25.598114,25273776
25.578889,"2014-07-15",25.761527,25.521214,25.713465,41455762
25.973002,"2014-07-16",26.093159,25.626952,25.655789,47070971
25.578889,"2014-07-17",25.934552,25.569277,25.876877,37548895
25.434702,"2014-07-18",25.742302,25.232839,25.73269,55402966
24.973301,"2014-07-21",25.309739,24.723376000000002,25.309739,59342962
25.011751,"2014-07-22",25.088651,24.848339,25.059814,34537191
24.906014,"2014-07-23",25.079039,24.906014,25.059814,32060840
24.934851,"2014-07-24",25.069426,24.896401,24.944464,22010781
24.790664,"2014-07-25",24.982914,24.732989,24.963689,24634123
24.598413,"2014-07-28",24.732989,24.454226,24.675313,32982961
24.463838,"2014-07-29",24.723376000000002,24.463838,24.579188,22528902
24.646476,"2014-07-30",24.790664,24.415776,24.588801,25838163
24.175463,"2014-07-31",24.569576,24.175463,24.540738,37995195
24.367713,"2014-08-01",24.377326,23.790963,24.098563,40200371
24.290813,"2014-08-04",24.435001,24.1274,24.348488,28410271
24.0505,"2014-08-05",24.310038,23.983213,24.1274,27694301
24.454226,"2014-08-06",24.579188,24.117788,24.156238,47222588
24.511901,"2014-08-07",24.704151,24.435001,24.617638,36171049
24.665701,"2014-08-08",24.675313,24.319651,24.473451,22929491
24.790664,"2014-08-11",24.992526,24.723376000000002,24.838726,27873139
24.617638,"2014-08-12",24.857951,24.598413,24.848339,21782828
24.829114,"2014-08-13",24.915626,24.704151,24.723376000000002,19870119
24.877176,"2014-08-14",24.944464,24.742601,24.886789,23314376
24.646476,"2014-08-15",24.963689,24.521513,24.944464,28167927
25.059814,"2014-08-18",25.059814,24.848339,24.867564,26809918
25.040589,"2014-08-19",25.146326,25.040589,25.127101,16137195
25.338577,"2014-08-20",25.377027,25.002139,25.069426,28855419
25.405864,"2014-08-21",25.425089,25.280902,25.396252,22184989
25.136714,"2014-08-22",25.348189,25.098264,25.319352,22784448
25.184776,"2014-08-25",25.271289,25.011751,25.136714,21856177
25.002139,"2014-08-26",25.261677,25.002139,25.204001,26313597
25.117489,"2014-08-27",25.184776,25.011751,25.040589,21176518
25.002139,"2014-08-28",25.079039,24.954076,25.021364,13441758
24.973301,"2014-08-29",25.079039,24.896401,25.021364,21918073
24.848339,"2014-09-02",25.021364,24.771439,24.886789,24386705
24.944464,"2014-09-03",24.992526,24.819501,24.973301,19962188
24.954076,"2014-09-04",25.117489,24.886789,24.982914,26891844
25.088651,"2014-09-05",25.088651,24.800276,24.896401,21041614
25.069426,"2014-09-08",25.252064,25.050201,25.127101,20379749
24.896401,"2014-09-09",25.098264,24.848339,25.059814,21666372
24.944464,"2014-09-10",25.021364,24.848339,24.982914,19110019
25.011751,"2014-09-11",25.079039,24.829114,24.906014,22606456
24.867564,"2014-09-12",24.963689,24.800276,24.963689,24639215
24.915626,"2014-09-15",24.944464,24.752214,24.829114,15347196
25.194389,"2014-09-16",25.252064,24.877176,24.915626,27482919
25.252064,"2014-09-17",25.377027,25.088651,25.300127,29613666
25.194389,"2014-09-18",25.338577,25.117489,25.175164,31598150
25.271289,"2014-09-19",25.377027,25.232839,25.328964,38246240
25.069426,"2014-09-22",25.252064,25.021364,25.175164,23005682
25.011751,"2014-09-23",25.127101,24.973301,24.982914,21684802
24.925239,"2014-09-24",25.002139,24.694538,25.002139,34059709
24.559963,"2014-09-25",24.877176,24.540738,24.877176,30686909
24.636862999999998,"2014-09-26",24.704151,24.444613,24.588801,28931908
24.435001,"2014-09-29",24.531126,24.319651,24.377326,30747559
24.627251,"2014-09-30",24.704151,24.348488,24.377326,40800825
24.185075,"2014-10-01",24.483063,24.108175,24.444613,42081150
24.146625,"2014-10-02",24.271588,24.040888,24.213913,28502190
24.415776,"2014-10-03",24.444613,24.175463,24.310038,21658268
24.24275,"2014-10-06",24.636862999999998,24.098563,24.608026,30492555
23.848638,"2014-10-07",24.213913,23.839025,24.1274,31985226
24.271588,"2014-10-08",24.271588,23.70445,23.983213,36918067
23.8198,"2014-10-09",24.329263,23.771737,24.252363,34012747
23.329562,"2014-10-10",23.906313,23.271887,23.829413,47837259
23.021962,"2014-10-13",23.387237,22.973899,23.300724,39054751
23.166149,"2014-10-14",23.685225,23.113281,23.243049,42254802
23.339175,"2014-10-15",23.454525,22.772036,22.935449,65636608
23.310337,"2014-10-16",23.560262,23.031574,23.060412,51697867
23.858249999999998,"2014-10-17",24.271588,23.7429,24.031275,52637804
24.060113,"2014-10-20",24.146625,23.752512,23.944763000000002,33868474
24.463838,"2014-10-21",24.540738,24.156238,24.290813,31688249
24.213913,"2014-10-22",24.492676,24.175463,24.358101,30038656
24.454226,"2014-10-23",24.694538,24.415776,24.435001,30962329
24.646476,"2014-10-24",24.656088,24.425388,24.454226,20563914
24.531126,"2014-10-27",24.704151,24.396551,24.665701,19784471
24.877176,"2014-10-28",24.877176,24.569576,24.588801,28586780
24.665701,"2014-10-29",24.896401,24.406163,24.877176,28829744
24.675313,"2014-10-30",24.723376000000002,24.338876,24.435001,26173758
24.809889,"2014-10-31",24.925239,24.675313,24.857951,39955300
24.704151,"2014-11-03",24.838726,24.492676,24.502288,35086089
24.704151,"2014-11-04",24.800276,24.598413,24.732989,22553888
24.819501,"2014-11-05",24.896401,24.675313,24.896401,31585713
25.338577,"2014-11-06",25.367414,24.867564,24.886789,40218790
25.386639,"2014-11-07",25.477958,25.194389,25.271289,26390803
25.444314,"2014-11-10",25.501989000000002,25.357802,25.386639,16277815
25.357802,"2014-11-11",25.473152,25.223227,25.444314,18964072
25.492377,"2014-11-12",25.564471,25.252064,25.252064,28103610
25.612341,"2014-11-13",25.617339,25.444314,25.444314,6097257
25.434702,"2014-11-14",25.482764,25.357802,25.405864,16943883
25.578889,"2014-11-17",25.646177,25.396252,25.444314,24613513
25.96339,"2014-11-18",26.00184,25.655789,25.665402,36774056
25.876877,"2014-11-19",25.953777,25.73269,25.944165,33735372
25.80959,"2014-11-20",25.92494,25.713465,25.761527,21197360
25.944165,"2014-11-21",26.049902,25.819202,26.04029,36181498
25.953777,"2014-11-24",26.04029,25.77114,25.96339,24003527
25.819202,"2014-11-25",25.982615,25.799977,25.96339,28028039
25.828815,"2014-11-26",25.92494,25.742302,25.84804,19296140
25.463539,"2014-11-28",25.857652,25.415477,25.761527,31185231
25.011751,"2014-12-01",25.204001,24.843532,25.146326,48967079
25.040589,"2014-12-02",25.184776,25.021364,25.059814,25232681
25.357802,"2014-12-03",25.444314,25.079039,25.146326,34360877
25.079039,"2014-12-04",25.261677,24.915626,25.242452,29816611
25.002139,"2014-12-05",25.136714,24.925335,25.127101,22389231
24.694538,"2014-12-08",25.079039,24.617638,24.877176,37627897
24.588801,"2014-12-09",24.694538,24.290813,24.473451,32532335
24.290813,"2014-12-10",24.632057,24.175463,24.627251,45310201
24.425388,"2014-12-11",24.694538,24.329263,24.338876,40900393
23.925538,"2014-12-12",24.386938,23.8967,24.367713,51044526
23.637162,"2014-12-15",24.060113,23.464137,24.0505,63574010
23.541037,"2014-12-16",24.2043,23.454525,23.5891,48387978
23.70445,"2014-12-17",23.762125,23.127699,23.656387,77589311
24.16585,"2014-12-18",24.175463,23.723675,24.156238,52044711
24.627251,"2014-12-19",24.704151,24.031275,24.146625,86713650
24.713763,"2014-12-22",24.771439,24.56477,24.656088,35238128
24.877176,"2014-12-23",24.992526,24.608026,24.694538,31399717
24.829114,"2014-12-24",24.934851,24.699345,24.886789,17865138
24.781051,"2014-12-26",24.896401,24.742601,24.838726,14978547
24.704151,"2014-12-29",24.848339,24.684926,24.704151,20858159
24.579188,"2014-12-30",24.704151,24.435001,24.617638,22184545
24.290813,"2014-12-31",24.531126,24.290813,24.435001,28206452
24.08895,"2015-01-02",24.473451,23.906313,24.358101,40920799
23.646775,"2015-01-05",24.040888,23.569875,24.040888,42033195
23.137312,"2015-01-06",23.617937,23.002737,23.5122,63759958
23.146924,"2015-01-07",23.444912,23.050799,23.271887,43642472
23.425687,"2015-01-08",23.4353,23.194987,23.377625,43224386
23.098862,"2015-01-09",23.579487,23.021962,23.569875,43132201
23.050799,"2015-01-12",23.204599,22.848937,23.137312,42871146
22.935449,"2015-01-13",23.387237,22.714361,23.31995,41172849
22.858549,"2015-01-14",22.925837,22.502886,22.733586,41850798
22.666299,"2015-01-15",23.041187,22.647074,22.935449,31480084
22.675911,"2015-01-16",22.733586,22.541336,22.599011,49793936
22.925837,"2015-01-20",22.945062,22.637461000000002,22.916224,44562067
23.108474,"2015-01-21",23.146924,22.791261,22.906612,37620305
23.339175,"2015-01-22",23.416075,23.031574,23.3584,47129321
23.531425,"2015-01-23",23.920731,23.348787,23.483362,63738712
23.637162,"2015-01-26",23.78135,23.454525,23.762125,39174854
23.4353,"2015-01-27",23.5122,23.262274,23.444912,38398141
22.916224,"2015-01-28",23.541037,22.887387,23.521812,49653844
23.146924,"2015-01-29",23.262274,22.858549,22.916224,40436431
22.964287,"2015-01-30",23.175762,22.896999,22.954674,54712156
23.271887,"2015-02-02",23.281499,22.973899,23.070024,39602517
23.521812,"2015-02-03",23.576796,23.31995,23.348787,37723846
23.223824,"2015-02-04",23.483362,23.146924,23.464137,33236000
23.55065,"2015-02-05",23.55065,23.295918,23.310337,25647378
23.569875,"2015-02-06",23.790963,23.521812,23.5891,27471977
23.685225,"2015-02-09",23.790963,23.502587,23.521812,27284032
23.762125,"2015-02-10",23.835276,23.598712,23.810188,27075753
23.810188,"2015-02-11",23.858249999999998,23.646775,23.752512,24455252
23.925538,"2015-02-12",24.021663,23.752512,23.848638,26522270
24.175463,"2015-02-13",24.194688,23.9736,24.021663,33076157
24.194688,"2015-02-17",24.233138,24.01205,24.146625,35989548
24.271588,"2015-02-18",24.310038,24.175463,24.310038,30740798
24.040888,"2015-02-19",24.233138,23.983213,24.060113,33232937
24.233138,"2015-02-20",24.237944,23.839025,23.915925,39889843
24.194688,"2015-02-23",24.319651,24.1274,24.24275,30774507
24.406163,"2015-02-24",24.463838,24.117788,24.146625,42464097
24.906014,"2015-02-25",25.050201,24.454226,24.463838,68219592
24.886789,"2015-02-26",25.002139,24.809889,24.934851,38247190
24.982914,"2015-02-27",25.252064,24.752214,24.829114,51531829
25.098264,"2015-03-02",25.107876,24.848339,24.877176,32408985
24.857951,"2015-03-03",25.069426,24.781051,25.040589,30542279
24.665701,"2015-03-04",24.771439,24.483063,24.761826,31543763
24.819501,"2015-03-05",24.819501,24.588705,24.627251,28373771
24.435001,"2015-03-06",24.781051,24.348488,24.713763,32286776
24.646476,"2015-03-09",24.704151,24.502288,24.531126,31591142
24.194688,"2015-03-10",24.646476,24.194688,24.511901,37442079
24.213913,"2015-03-11",24.502288,24.161044,24.300426,36198081
24.415776,"2015-03-12",24.425388,24.194688,24.290813,29369497
24.069725,"2015-03-13",24.377326,23.848638,24.300426,45306958
24.463838,"2015-03-16",24.492676,23.992825,24.08895,34610433
24.329263,"2015-03-17",24.406163,24.117788,24.319651,34259011
24.646476,"2015-03-18",24.852376,24.137013,24.2043,38302821
24.348488,"2015-03-19",24.617638,24.281201,24.454226,38314849
24.415776,"2015-03-20",24.540738,24.319651,24.358101,50632559
24.483063,"2015-03-23",24.742601,24.463838,24.492676,31984480
24.290813,"2015-03-24",24.492676,24.290813,24.396551,25801276
23.944763000000002,"2015-03-25",24.348488,23.944763000000002,24.252363,34897363
23.839025,"2015-03-26",23.954375,23.714062,23.839025,32504429
23.8967,"2015-03-27",23.954375,23.752512,23.954375,28320556
24.146625,"2015-03-30",24.223525,24.002438,24.01205,27281424
23.848638,"2015-03-31",24.117788,23.848638,24.117788,34940926
23.877475,"2015-04-01",23.954375,23.617937,23.762125,38749526
23.9736,"2015-04-02",24.031275,23.7429,23.848638,29213060
24.2043,"2015-04-06",24.425388,23.829413,23.93515,33445096
24.0505,"2015-04-07",24.300426,24.031275,24.194688,21261550
24.040888,"2015-04-08",24.146625,23.906313,24.079338,22439203
24.732989,"2015-04-09",24.829114,23.949569,24.117788,60149914
27.405266,"2015-04-10",27.568679,25.953777,26.07874,352701950
26.559365,"2015-04-13",27.097666,26.434403,26.972703,153984860
26.655491,"2015-04-14",26.761228,26.319053,26.415178,55777197
26.395953,"2015-04-15",26.770841,26.367115,26.61704,56420065
26.222928,"2015-04-16",26.434403,26.126802,26.251765,62363112
26.19409,"2015-04-17",26.626653,25.876877,26.338278,87794530
25.973002,"2015-04-20",26.376728,25.96339,26.261378,61686961
25.588502,"2015-04-21",26.011452,25.521214,25.982615,76872343
25.867265,"2015-04-22",25.973002,25.569277,25.665402,47056120
25.80959,"2015-04-23",26.021065,25.675014,25.742302,38165835
25.761527,"2015-04-24",25.896102,25.665402,25.838427,27713961
25.838427,"2015-04-27",25.953777,25.77114,25.915327,36217680
26.069127,"2015-04-28",26.107577,25.607727,25.905715,38426611
26.04029,"2015-04-29",26.19409,25.857652,25.905715,37153977
26.030677,"2015-04-30",26.290215,25.92494,26.011452,42984977
26.251765,"2015-05-01",26.261378,25.944165,26.04029,28303317
26.213315,"2015-05-04",26.54014,26.19409,26.299828,26201685
25.876877,"2015-05-05",26.299828,25.80959,26.19409,30347339
25.77114,"2015-05-06",26.126802,25.578889,25.953777,27761007
25.992227,"2015-05-07",26.069127,25.626952,25.742302,31038239
26.299828,"2015-05-08",26.42479,26.165253,26.19409,37221527
25.876877,"2015-05-11",26.242153,25.819202,26.19409,32453388
25.982615,"2015-05-12",26.04029,25.713465,25.780752,29789840
26.15564,"2015-05-13",26.184478,25.876877,25.973002,37170407
26.34789,"2015-05-14",26.367115,26.097965,26.261378,26976059
26.213315,"2015-05-15",26.376728,26.19409,26.319053,35768687
26.251765,"2015-05-18",26.328665,26.15564,26.15564,22489480
26.290215,"2015-05-19",26.328665,26.15564,26.213315,29150774
26.568978,"2015-05-20",26.626653,26.146027,26.280603,40173649
26.645878,"2015-05-21",26.713166,26.482465,26.607428,40311149
26.607428,"2015-05-22",26.698747,26.549753,26.61704,23289341
26.453628,"2015-05-26",26.511303,26.319053,26.453628,47465199
26.453628,"2015-05-27",26.549753,26.395953,26.50169,25326776
26.559365,"2015-05-28",26.559365,26.242153,26.434403,26418344
26.213315,"2015-05-29",26.434403,26.213315,26.434403,41661017
26.222928,"2015-06-01",26.280603,26.021065,26.203703,33322427
26.27099,"2015-06-02",26.357503,26.097965,26.165253,26325304
26.46324,"2015-06-03",26.492078,26.299828,26.367115,26306271
26.203703,"2015-06-04",26.549753,26.15564,26.357503,33360470
26.23254,"2015-06-05",26.319053,26.107577,26.203703,30647728
26.184478,"2015-06-08",26.299828,26.15564,26.261378,29812813
26.27099,"2015-06-09",26.405565,26.11719,26.222928,31113885
26.559365,"2015-06-10",26.607428,26.261378,26.299828,33175668
26.444015,"2015-06-11",26.568978,26.299828,26.50169,31388401
26.328665,"2015-06-12",26.415178,26.222928,26.376728,22170553
26.15564,"2015-06-15",26.251765,26.059515,26.146027,28498668
26.165253,"2015-06-16",26.184478,25.953777,26.11719,27569524
26.213315,"2015-06-17",26.338278,26.059515,26.136415,36548320
26.30944,"2015-06-18",26.34789,25.982615,26.025871,37680661
26.184478,"2015-06-19",26.319053,26.126802,26.213315,60267647
26.357503,"2015-06-22",26.434403,26.23254,26.242153,27504658
26.482465,"2015-06-23",26.530528,26.328665,26.357503,32510907
26.203703,"2015-06-24",26.520915,26.19409,26.482465,32456692
25.992227,"2015-06-25",26.290215,25.973002,26.222928,23342077
26.04029,"2015-06-26",26.07874,25.867265,25.992227,25777443
25.607727,"2015-06-29",25.92494,25.501989000000002,25.857652,33372327
25.540439,"2015-06-30",25.915327,25.502085,25.780752,35557794
25.626952,"2015-07-01",25.828719,25.444314,25.636564,30427429
25.742302,"2015-07-02",25.790365,25.569277,25.665402,26002262
25.290514,"2015-07-06",25.607727,25.184776,25.501989000000002,27858107
25.444314,"2015-07-07",25.521214,24.925239,25.357802,32647133
24.886789,"2015-07-08",25.223227,24.877176,25.079039,32030673
25.011751,"2015-07-09",25.377027,25.002139,25.155939,30411376
25.252064,"2015-07-10",25.415477,25.030976,25.367414,25359841
25.444314,"2015-07-13",25.501989000000002,25.223227,25.463539,24324597
25.626952,"2015-07-14",25.69424,25.328964,25.328964,22294572
25.73269,"2015-07-15",25.751915,25.569277,25.578889,27925145
25.992227,"2015-07-16",25.992227,25.799977,25.934552,30635414
26.184478,"2015-07-17",26.27099,25.982615,26.203703,41190955
26.088352,"2015-07-20",26.15564,25.96339,26.069127,24686624
25.80959,"2015-07-21",26.097965,25.761527,25.96339,29282285
25.598114,"2015-07-22",25.915327,25.540439,25.838427,24133394
25.242452,"2015-07-23",25.569277,25.184776,25.550052,23201200
24.752214,"2015-07-24",25.300127,24.675313,25.290514,31124222
24.944464,"2015-07-27",24.973301,24.531126,24.550351,36276960
25.088651,"2015-07-28",25.223227,24.944464,25.088651,27758314
25.242452,"2015-07-29",25.261677,25.040589,25.079039,23987875
25.107876,"2015-07-30",25.223227,25.002139,25.213614,22118881
25.088651,"2015-07-31",25.274173,25.040589,25.213614,23197506
24.867564,"2015-08-03",25.112683,24.608026,25.107876,32580332
24.896401,"2015-08-04",25.050201,24.829114,24.886789,21985187
25.088651,"2015-08-05",25.309739,25.021364,25.079039,25471417
25.021364,"2015-08-06",25.165551,24.954076,25.136714,17298182
24.790664,"2015-08-07",25.050201,24.617638,24.944464,25916189
25.223227,"2015-08-10",25.280902,24.896401,24.896401,23479164
24.713763,"2015-08-11",25.021364,24.646476,25.021364,28235312
24.857951,"2015-08-12",24.877176,24.367713,24.550351,32656190
24.790664,"2015-08-13",24.906014,24.627251,24.771439,16418697
25.069426,"2015-08-14",25.088651,24.627251,24.656088,20786347
25.194389,"2015-08-17",25.223227,24.800276,24.944464,19223741
25.059814,"2015-08-18",25.194389,24.934851,25.155939,20348848
24.732989,"2015-08-19",25.016558,24.622445,24.896401,29149886
24.213913,"2015-08-20",24.646476,24.2043,24.521513,34645831
23.637162,"2015-08-21",24.156238,23.608325,23.93515,65101865
22.945062,"2015-08-24",23.4353,18.619432,21.954973,91236502
22.368311,"2015-08-25",23.78135,22.368311,23.771737,60778038
23.079637,"2015-08-26",23.137312,22.368311,22.925837,78965938
24.040888,"2015-08-27",24.040888,23.4353,23.483362,64894187
24.185075,"2015-08-28",24.194688,23.8198,23.954375,32942524
23.858249999999998,"2015-08-31",24.01205,23.62755,24.01205,37006824
22.954674,"2015-09-01",23.416075,22.762424,23.300724,65344037
23.617937,"2015-09-02",23.62755,22.906612,23.204599,50480842
23.560262,"2015-09-03",23.983213,23.444912,23.800575,33564783
23.070024,"2015-09-04",23.243049,22.925837,23.243049,35628376
23.992825,"2015-09-08",24.01205,23.329562,23.560262,46212838
23.598712,"2015-09-09",24.24275,23.531425,24.223525,34611248
23.723675,"2015-09-10",23.8967,23.55065,23.608325,35043109
23.983213,"2015-09-11",23.992825,23.55065,23.78135,31903035
23.810188,"2015-09-14",24.01205,23.646775,24.002438,26237639
24.319651,"2015-09-15",24.463838,23.7429,23.93515,46334688
24.925239,"2015-09-16",25.021364,24.435001,24.540738,61540084
24.367713,"2015-09-17",24.925239,24.290813,24.511901,48844120
23.839025,"2015-09-18",24.228332,23.752512,24.175463,77869308
24.117788,"2015-09-21",24.223525,23.877379,23.925538,29618905
24.137013,"2015-09-22",24.185075,23.646775,23.800575,44204955
24.16585,"2015-09-23",24.348488,24.01205,24.040888,41189957
23.944763000000002,"2015-09-24",24.463838,23.694837,23.906313,53239508
23.954375,"2015-09-25",24.069725,23.8967,24.031275,38950068
23.368012,"2015-09-28",23.78135,23.368012,23.733287,42641262
23.617937,"2015-09-29",23.646775,23.31995,23.387237,41587754
24.24275,"2015-09-30",24.261976,23.733287,23.771737,43758290
24.213913,"2015-10-01",24.329263,23.829413,24.175463,39723554
24.483063,"2015-10-02",24.502288,23.867863,23.906313,42676207
25.780752,"2015-10-05",26.146027,25.204001,25.348189,105423305
26.23254,"2015-10-06",26.34789,25.915327,25.944165,71909419
26.693941,"2015-10-07",26.693941,26.261378,26.434403,65845304
26.943866,"2015-10-08",27.107278,26.367115,26.559365,51114701
26.982316,"2015-10-09",27.078441,26.813136,26.895803,47327637
27.001541,"2015-10-12",27.078441,26.828516,26.895803,25239634
26.790066,"2015-10-13",27.184179,26.790066,26.886191,43203188
26.530528,"2015-10-14",26.761228,26.415178,26.665103,39107858
26.943866,"2015-10-15",27.078441,26.568978,26.722778,76978568
27.857054,"2015-10-16",28.058917,27.121697,27.501391,142021230
27.866667,"2015-10-19",28.41458,27.635967,27.684029,131036378
27.664804,"2015-10-20",27.876279,27.587904,27.703254,75155008
27.732092,"2015-10-21",28.10698,27.664804,27.674417,65519753
28.433805,"2015-10-22",28.587605,27.789767,27.828217,81476392
28.366517,"2015-10-23",28.674118,28.280005,28.549155,76867187
28.404967,"2015-10-26",28.510705,28.270392,28.37613,48757397
28.318455,"2015-10-27",28.49148,28.097367,28.270392,67606213
28.251167,"2015-10-28",28.433805,28.020467,28.193492,71077505
28.203105,"2015-10-29",28.241555,27.933954,28.039692,42373942
27.799379,"2015-10-30",28.188686,27.789767,28.087755,71021379
28.26078,"2015-11-02",28.26078,27.760929,27.818604,59504740
28.443417,"2015-11-03",28.635668,28.049304,28.078142,95829896
28.395355,"2015-11-04",28.630861,28.318455,28.404967,105133879
28.49148,"2015-11-05",28.587605,28.174267,28.328067,122593509
28.76063,"2015-11-06",28.789468,28.116592,28.29923,126109839
28.597218,"2015-11-09",28.789468,28.241555,28.60683,145462180
28.95288,"2015-11-10",29.097068,28.462642,28.481867,239464960
29.481568,"2015-11-11",29.625756,29.029781,29.029781,197598780
28.99133,"2015-11-12",29.702656,28.943268,29.231643,292791610
29.106681,"2015-11-13",29.308543,28.654893,28.702955,247153650
