date,symbol,sentiment,sentiment high,sentiment low,news volume,news buzz
2017-03-18,MRK,-1,-1,-2,2,1
2017-03-17,MRK,-1,2,-4,5,2
2017-03-16,MRK,-5,-5,-5,1,0
2017-03-15,MRK,2,5,-2,10,2
2017-03-14,MRK,-1,5,-5,3,0
2017-03-13,MRK,-4,-2,-5,8,2
2017-03-12,MRK,-2,-2,-2,1,0
2017-03-11,MRK,1,3,-3,2,1
2017-03-10,MRK,1,4,-4,7,1
2017-03-09,MRK,2,5,-3,20,5
2017-03-08,MRK,-1,3,-4,16,4
2017-03-07,MRK,-4,-2,-5,23,6
2017-03-06,MRK,-1,5,-5,6,2
2017-03-05,MRK,2,5,-4,2,1
2017-03-04,MRK,1,5,-5,2,1
2017-03-03,MRK,-2,3,-5,5,0
2017-03-02,MRK,2,5,-2,23,2
2017-03-01,MRK,-2,1,-5,3,0
2017-02-28,MRK,-2,3,-5,7,0
2017-02-27,MRK,0,0,0,0,0
2017-02-26,MRK,0,0,0,0,0
2017-02-25,MRK,0,0,0,0,0
2017-02-24,MRK,4,4,4,1,0
2017-02-23,MRK,4,4,4,1,0
2017-02-22,MRK,-1,-1,-1,1,0
2017-02-21,MRK,-1,3,-3,8,0
2017-02-20,MRK,-2,2,-5,3,0
2017-02-19,MRK,0,0,0,0,0
2017-02-18,MRK,1,5,-5,2,0
2017-02-17,MRK,-4,-2,-5,8,0
2017-02-16,MRK,-2,3,-5,15,1
2017-02-15,MRK,-3,2,-5,40,4
2017-02-14,MRK,5,5,5,1,0
2017-02-13,MRK,-1,-1,-1,1,1
2017-02-12,MRK,1,3,-3,7,1
2017-02-11,MRK,-2,2,-5,4,1
2017-02-10,MRK,-2,3,-5,15,1
2017-02-09,MRK,1,5,-5,18,1
2017-02-08,MRK,-1,2,-3,25,2
2017-02-07,MRK,1,4,-4,12,1
2017-02-06,MRK,5,5,5,1,1
2017-02-05,MRK,2,4,-2,4,2
2017-02-04,MRK,1,3,-3,17,3
2017-02-03,MRK,-3,1,-5,31,3
2017-02-02,MRK,1,4,-4,87,10
2017-02-01,MRK,1,5,-3,11,1
2017-01-31,MRK,1,5,-5,2,0
2017-01-30,MRK,1,4,-4,12,3
2017-01-29,MRK,2,5,-2,8,2
2017-01-28,MRK,-2,3,-5,8,1
2017-01-27,MRK,2,5,-3,12,1
2017-01-26,MRK,1,4,-4,15,1
2017-01-25,MRK,1,5,-5,5,0
2017-01-24,MRK,-2,2,-5,6,0
2017-01-23,MRK,1,4,-4,4,3
2017-01-22,MRK,2,3,-1,5,5
2017-01-21,MRK,-1,3,-5,27,6
2017-01-20,MRK,1,5,-4,43,5
2017-01-19,MRK,-2,2,-5,33,3
2017-01-18,MRK,1,5,-4,31,3
2017-01-17,MRK,1,4,-4,11,1
