,compound,neg,neu,pos,trading_date
227,-0.8807,0.086,0.889,0.024,2013-11-16
228,0.25,0.0,0.938,0.062,2013-11-17
229,-0.4282,0.096,0.826,0.078,2013-11-19
230,-0.872,0.12,0.794,0.086,2013-11-20
231,-0.4939,0.201,0.718,0.08,2013-11-21
232,0.9711,0.035,0.864,0.101,2013-11-22
233,0.7574,0.0,0.918,0.082,2013-11-25
234,-0.765,0.093,0.879,0.028,2013-11-26
235,-0.9854,0.19,0.778,0.033,2013-11-28
236,0.6369,0.036,0.853,0.111,2013-11-29
237,-0.0516,0.01,0.98,0.009,2013-12-03
238,0.6908,0.0,0.882,0.118,2013-12-04
239,0.5106,0.02,0.944,0.036,2013-12-05
240,0.6124,0.0,0.955,0.045,2013-12-06
241,-0.1531,0.048,0.913,0.04,2013-12-07
242,0.1779,0.022,0.959,0.02,2013-12-09
243,0.8396,0.0,0.928,0.072,2013-12-10
244,0.0,0.0,1.0,0.0,2013-12-11
245,-0.9764,0.132,0.842,0.025,2013-12-12
246,0.8957,0.056,0.831,0.113,2013-12-13
247,0.7506,0.0,0.89,0.11,2013-12-16
248,0.9451,0.0,0.793,0.207,2013-12-17
249,0.0,0.0,1.0,0.0,2013-12-18
250,0.0,0.0,1.0,0.0,2013-12-19
251,0.8934,0.019,0.803,0.178,2013-12-20
252,-0.5574,0.086,0.878,0.036,2013-12-21
253,0.3612,0.0,0.973,0.027,2013-12-23
254,0.9968,0.0,0.798,0.202,2013-12-24
255,0.2263,0.122,0.745,0.132,2013-12-28
256,-0.7906,0.076,0.89,0.034,2014-01-01
257,0.1531,0.0,0.972,0.028,2014-01-02
258,0.9349,0.02,0.734,0.246,2014-01-03
259,0.9325,0.054,0.787,0.159,2014-01-07
260,0.875,0.0,0.921,0.079,2014-01-08
261,0.5719,0.0,0.928,0.072,2014-01-09
262,0.0,0.0,1.0,0.0,2014-01-11
263,-0.9136,0.119,0.818,0.063,2014-01-14
264,-0.25,0.144,0.782,0.074,2014-01-15
265,-0.7195,0.089,0.866,0.046,2014-01-16
266,0.9217,0.004,0.932,0.063,2014-01-17
267,0.296,0.0,0.934,0.066,2014-01-18
268,0.296,0.034,0.906,0.06,2014-01-20
269,0.5423,0.0,0.931,0.069,2014-01-21
270,0.5709,0.0,0.957,0.043,2014-01-22
271,0.9906,0.007,0.793,0.201,2014-01-23
272,0.9844,0.0,0.848,0.152,2014-01-24
273,0.964,0.046,0.821,0.133,2014-01-25
274,0.9842,0.009,0.825,0.165,2014-01-28
275,-0.34,0.134,0.807,0.059,2014-01-27
276,-0.886,0.097,0.866,0.036,2014-01-29
277,0.973,0.019,0.881,0.1,2014-01-30
278,-0.9834,0.179,0.821,0.0,2014-01-31
279,0.3182,0.022,0.938,0.04,2014-02-04
280,-0.9217,0.18,0.82,0.0,2014-02-05
281,-0.5888,0.123,0.778,0.099,2014-02-06
282,-0.8271,0.115,0.862,0.023,2014-02-07
283,-0.9542,0.142,0.797,0.062,2014-02-08
284,0.872,0.022,0.846,0.132,2014-02-10
285,-0.979,0.16,0.781,0.059,2014-02-11
286,0.7783,0.025,0.913,0.062,2014-02-12
287,0.9423,0.0,0.943,0.057,2014-02-13
288,0.0,0.0,1.0,0.0,2014-02-14
289,0.9545,0.0,0.866,0.134,2014-02-15
290,0.6369,0.0,0.951,0.049,2014-02-18
291,-0.6369,0.069,0.931,0.0,2014-02-19
292,0.7783,0.0,0.972,0.028,2014-02-21
293,0.3641,0.026,0.926,0.047,2014-02-22
294,0.0702,0.068,0.86,0.071,2014-02-23
295,0.7992,0.011,0.915,0.074,2014-02-24
296,-0.9843,0.135,0.848,0.017,2014-02-26
297,0.872,0.0,0.881,0.119,2014-02-27
298,-0.8225,0.173,0.827,0.0,2014-02-28
299,0.7351,0.0,0.937,0.063,2014-03-01
300,0.0,0.0,1.0,0.0,2014-03-03
301,0.34,0.047,0.893,0.06,2014-03-04
302,0.1779,0.021,0.952,0.027,2014-03-05
303,-0.9493,0.156,0.773,0.07,2014-03-07
304,0.0,0.0,1.0,0.0,2014-03-10
305,-0.0516,0.129,0.75,0.121,2014-03-12
306,0.886,0.0,0.87,0.13,2014-03-14
307,0.3875,0.0,0.922,0.078,2014-03-15
308,0.9664,0.014,0.899,0.087,2014-03-18
309,0.5267,0.0,0.948,0.052,2014-03-23
310,0.9601,0.047,0.807,0.146,2014-03-24
311,0.5267,0.0,0.913,0.087,2014-03-25
312,0.7845,0.028,0.834,0.137,2014-03-26
313,0.9291,0.026,0.897,0.077,2014-03-28
314,-0.7783,0.099,0.832,0.069,2014-03-29
315,-0.6858,0.054,0.946,0.0,2014-03-31
316,-0.6705,0.059,0.913,0.028,2014-04-01
317,0.9558,0.031,0.889,0.079,2014-04-02
318,0.9118,0.038,0.835,0.127,2014-04-03
319,-0.4404,0.147,0.792,0.062,2014-04-05
320,0.0,0.0,1.0,0.0,2014-04-07
321,-0.0258,0.038,0.924,0.037,2014-04-08
322,-0.3041,0.095,0.853,0.052,2014-04-09
323,-0.2263,0.03,0.97,0.0,2014-04-10
324,0.5106,0.0,0.916,0.084,2014-04-11
325,-0.1154,0.019,0.966,0.015,2014-04-12
326,0.4767,0.016,0.948,0.037,2014-04-15
327,-0.8885,0.12,0.833,0.047,2014-04-16
328,0.296,0.066,0.867,0.067,2014-04-18
329,0.9118,0.0,0.799,0.201,2014-04-21
330,0.1027,0.094,0.803,0.102,2014-04-23
331,0.4678,0.083,0.8,0.117,2014-04-24
332,0.9628,0.064,0.83,0.106,2014-04-25
333,-0.9246,0.108,0.87,0.022,2014-04-26
334,0.0,0.0,1.0,0.0,2014-04-28
335,-0.4939,0.087,0.841,0.072,2014-04-29
336,0.0516,0.051,0.905,0.044,2014-04-30
337,0.2023,0.0,0.977,0.023,2014-05-01
338,0.25,0.0,0.979,0.021,2014-05-02
339,-0.3182,0.037,0.937,0.027,2014-05-03
340,0.0,0.0,1.0,0.0,2014-05-05
341,-0.6908,0.083,0.858,0.059,2014-05-06
342,0.2732,0.042,0.867,0.091,2014-05-07
343,-0.1027,0.038,0.962,0.0,2014-05-08
344,0.6908,0.0,0.969,0.031,2014-05-09
345,-0.4215,0.094,0.906,0.0,2014-05-10
346,-0.8225,0.083,0.902,0.015,2014-05-12
347,-0.1779,0.063,0.868,0.069,2014-05-14
348,0.3612,0.0,0.914,0.086,2014-05-15
349,-0.7906,0.082,0.855,0.062,2014-05-17
350,-0.2732,0.054,0.946,0.0,2014-05-18
351,0.8906,0.0,0.865,0.135,2014-05-21
352,0.9467,0.0,0.838,0.162,2014-05-22
353,0.1531,0.123,0.764,0.113,2014-05-24
354,0.296,0.0,0.95,0.05,2014-05-26
355,0.8591,0.0,0.95,0.05,2014-05-27
356,-0.7003,0.109,0.838,0.053,2014-05-28
357,0.9769,0.013,0.818,0.169,2014-05-29
358,-0.9607,0.14,0.86,0.0,2014-05-30
359,-0.2177,0.022,0.961,0.018,2014-06-03
360,0.5413,0.0,0.896,0.104,2014-06-02
361,0.4404,0.0,0.894,0.106,2014-06-05
362,0.2023,0.018,0.942,0.041,2014-06-07
363,0.743,0.0,0.924,0.076,2014-06-09
364,0.5859,0.037,0.924,0.04,2014-06-11
365,0.6808,0.0,0.888,0.112,2014-06-14
366,0.1779,0.0,0.943,0.057,2014-06-13
367,0.4939,0.107,0.77,0.123,2014-06-17
368,-0.5859,0.128,0.803,0.069,2014-06-18
369,0.9153,0.047,0.852,0.101,2014-06-19
370,-0.34,0.052,0.9,0.048,2014-06-20
371,0.0258,0.0,0.963,0.037,2014-06-21
372,0.9538,0.0,0.886,0.114,2014-06-23
373,0.8396,0.008,0.927,0.065,2014-06-24
374,0.7841,0.022,0.915,0.063,2014-06-25
375,0.1779,0.0,0.975,0.025,2014-06-26
376,0.0,0.0,1.0,0.0,2014-06-27
377,0.8271,0.0,0.835,0.165,2014-07-01
378,0.8979,0.0,0.887,0.113,2014-07-02
379,-0.7964,0.152,0.818,0.03,2014-07-03
380,0.4019,0.0,0.912,0.088,2014-07-05
381,0.9259,0.028,0.833,0.139,2014-07-07
382,0.9274,0.045,0.847,0.108,2014-07-09
383,0.4019,0.04,0.895,0.065,2014-07-10
384,0.6249,0.066,0.798,0.135,2014-07-11
385,0.0772,0.113,0.731,0.156,2014-07-12
386,0.6369,0.0,0.931,0.069,2014-07-16
387,0.9022,0.04,0.89,0.07,2014-07-17
388,-0.1531,0.063,0.882,0.055,2014-07-18
389,-0.34,0.114,0.8,0.086,2014-07-19
390,0.0,0.0,1.0,0.0,2014-07-21
391,-0.4215,0.028,0.961,0.01,2014-07-22
392,0.946,0.0,0.904,0.096,2014-07-23
393,-0.9136,0.061,0.924,0.015,2014-07-24
394,0.0,0.0,1.0,0.0,2014-07-25
395,0.8885,0.0,0.941,0.059,2014-07-26
396,0.0,0.0,1.0,0.0,2014-07-28
397,0.7902,0.0,0.912,0.088,2014-07-29
398,0.875,0.0,0.849,0.151,2014-07-30
399,0.5267,0.0,0.963,0.037,2014-07-31
400,0.8176,0.0,0.838,0.162,2014-08-01
401,0.8126,0.085,0.728,0.187,2014-08-02
402,-0.5574,0.113,0.887,0.0,2014-08-05
403,0.9382,0.04,0.846,0.113,2014-08-06
404,-0.3818,0.072,0.891,0.036,2014-08-07
405,-0.3612,0.094,0.872,0.034,2014-08-08
406,-0.9201,0.217,0.753,0.03,2014-08-09
407,0.296,0.099,0.724,0.178,2014-08-11
408,0.9501,0.0,0.897,0.103,2014-08-12
409,0.7096,0.0,0.954,0.046,2014-08-13
410,0.0,0.0,1.0,0.0,2014-08-15
411,-0.128,0.087,0.84,0.074,2014-08-16
412,0.9423,0.017,0.838,0.146,2014-08-20
413,0.6124,0.0,0.936,0.064,2014-08-22
414,0.0,0.0,1.0,0.0,2014-08-24
415,-0.3612,0.111,0.889,0.0,2014-08-25
416,-0.8555,0.161,0.774,0.065,2014-08-26
417,0.0772,0.015,0.944,0.041,2014-08-27
418,-0.9524,0.164,0.836,0.0,2014-08-28
419,0.9022,0.018,0.918,0.064,2014-08-29
420,0.5859,0.0,0.939,0.061,2014-09-01
421,-0.0387,0.039,0.924,0.037,2014-09-03
422,0.765,0.063,0.852,0.085,2014-09-04
423,-0.9257,0.088,0.852,0.06,2014-09-05
424,0.3818,0.0,0.948,0.052,2014-09-06
425,0.6486,0.053,0.791,0.156,2014-09-07
426,0.9633,0.014,0.826,0.16,2014-09-08
427,0.5106,0.0,0.867,0.133,2014-09-09
428,0.9794,0.018,0.88,0.102,2014-09-10
429,-0.2263,0.053,0.896,0.051,2014-09-11
430,0.9367,0.039,0.858,0.103,2014-09-12
431,-0.34,0.024,0.964,0.012,2014-09-13
432,0.7845,0.0,0.925,0.075,2014-09-15
433,0.4939,0.131,0.675,0.194,2014-09-16
434,0.5647,0.056,0.863,0.081,2014-09-17
435,-0.8121,0.056,0.898,0.046,2014-09-18
436,0.9747,0.044,0.816,0.14,2014-09-19
437,-0.7783,0.16,0.785,0.056,2014-09-20
438,0.0711,0.041,0.925,0.034,2014-09-22
439,0.8316,0.0,0.855,0.145,2014-09-23
440,-0.9819,0.096,0.875,0.029,2014-09-25
441,-0.9785,0.115,0.853,0.031,2014-09-26
442,-0.4019,0.048,0.908,0.044,2014-09-29
443,0.9629,0.027,0.888,0.086,2014-09-30
444,-0.8903,0.149,0.811,0.041,2014-10-01
445,0.875,0.026,0.866,0.107,2014-10-02
446,0.7096,0.0,0.844,0.156,2014-10-03
447,0.6597,0.0,0.901,0.099,2014-10-04
448,0.9226,0.026,0.758,0.216,2014-10-06
449,-0.5106,0.056,0.944,0.0,2014-10-07
450,0.9531,0.057,0.761,0.183,2014-10-08
451,0.9337,0.039,0.855,0.105,2014-10-09
452,0.9453,0.029,0.851,0.12,2014-10-10
453,0.8657,0.049,0.803,0.148,2014-10-11
454,-0.873,0.122,0.878,0.0,2014-10-13
455,0.7906,0.049,0.854,0.097,2014-10-14
456,0.7349,0.037,0.882,0.081,2014-10-15
457,-0.9081,0.127,0.873,0.0,2014-10-16
458,0.9804,0.041,0.847,0.112,2014-10-17
459,0.974,0.066,0.811,0.122,2014-10-21
460,0.9978,0.02,0.762,0.217,2014-10-22
461,0.9406,0.016,0.916,0.069,2014-10-23
462,0.8868,0.0,0.926,0.074,2014-10-24
463,0.6808,0.0,0.944,0.056,2014-10-25
464,-0.2023,0.045,0.955,0.0,2014-10-27
465,0.7579,0.036,0.899,0.065,2014-10-28
466,0.8689,0.102,0.743,0.155,2014-10-29
467,0.9896,0.013,0.865,0.123,2014-10-30
468,0.9952,0.021,0.797,0.183,2014-10-31
469,-0.705,0.033,0.948,0.019,2014-11-03
470,0.9756,0.036,0.819,0.145,2014-11-04
471,0.5423,0.014,0.935,0.051,2014-11-06
472,0.3612,0.056,0.841,0.103,2014-11-07
473,0.5904,0.0,0.872,0.128,2014-11-08
474,0.3415,0.069,0.85,0.08,2014-11-11
475,-0.8316,0.101,0.859,0.04,2014-11-12
476,-0.8689,0.201,0.748,0.051,2014-11-14
477,0.8591,0.0,0.87,0.13,2014-11-17
478,0.8689,0.0,0.935,0.065,2014-11-18
479,0.7824,0.026,0.894,0.079,2014-11-20
480,0.4767,0.0,0.915,0.085,2014-11-21
481,0.9349,0.096,0.713,0.19,2014-11-22
482,0.1531,0.074,0.842,0.084,2014-11-25
483,0.0,0.0,1.0,0.0,2014-11-26
484,-0.7184,0.151,0.785,0.064,2014-12-01
485,-0.9702,0.14,0.816,0.044,2014-12-02
486,0.0,0.0,1.0,0.0,2014-12-03
487,0.2023,0.009,0.978,0.013,2014-12-04
488,-0.2023,0.037,0.963,0.0,2014-12-05
489,0.7343,0.049,0.842,0.109,2014-12-08
490,0.0,0.0,1.0,0.0,2014-12-09
491,-0.4588,0.089,0.832,0.079,2014-12-11
492,0.1779,0.011,0.973,0.015,2014-12-12
493,0.0,0.0,1.0,0.0,2014-12-13
494,0.9651,0.05,0.85,0.101,2014-12-16
495,0.7506,0.069,0.833,0.098,2014-12-17
496,0.9911,0.0,0.853,0.147,2014-12-18
497,0.25,0.0,0.955,0.045,2014-12-19
498,0.7506,0.068,0.832,0.1,2014-12-23
499,0.7824,0.041,0.818,0.141,2014-12-24
500,0.5106,0.0,0.92,0.08,2014-12-26
501,0.5859,0.107,0.778,0.115,2014-12-28
