,compound,neg,neu,pos,trading_date
375,-0.9595,0.123,0.851,0.025,2014-06-27
376,0.8225,0.0,0.87,0.13,2014-06-30
377,0.7003,0.0,0.958,0.042,2014-07-01
378,-0.0516,0.047,0.897,0.056,2014-07-02
379,0.0,0.0,1.0,0.0,2014-07-03
380,0.3182,0.0,0.979,0.021,2014-07-04
381,-0.6808,0.074,0.883,0.043,2014-07-06
382,0.3182,0.063,0.824,0.113,2014-07-07
383,0.8481,0.07,0.796,0.134,2014-07-08
384,-0.6369,0.051,0.922,0.026,2014-07-09
385,0.8122,0.016,0.927,0.057,2014-07-10
386,0.7845,0.031,0.798,0.172,2014-07-11
387,0.3818,0.045,0.871,0.085,2014-07-12
388,0.8979,0.0,0.918,0.082,2014-07-13
389,0.9818,0.007,0.887,0.106,2014-07-14
390,0.846,0.014,0.925,0.061,2014-07-15
391,0.4215,0.03,0.93,0.04,2014-07-16
392,0.9894,0.048,0.75,0.202,2014-07-17
393,-0.128,0.137,0.769,0.094,2014-07-18
394,-0.1027,0.061,0.882,0.057,2014-07-19
395,0.836,0.0,0.89,0.11,2014-07-21
396,0.9423,0.032,0.813,0.154,2014-07-22
397,0.7684,0.029,0.856,0.115,2014-07-23
398,0.7717,0.051,0.86,0.089,2014-07-24
399,0.7351,0.052,0.772,0.175,2014-07-26
400,-0.0258,0.075,0.877,0.048,2014-07-30
401,0.6124,0.0,0.962,0.038,2014-07-31
402,0.926,0.065,0.733,0.203,2014-08-01
403,-0.4588,0.097,0.847,0.056,2014-08-02
404,0.6705,0.076,0.736,0.188,2014-08-04
405,-0.8625,0.087,0.913,0.0,2014-08-05
406,0.1744,0.074,0.837,0.09,2014-08-06
407,-0.296,0.196,0.804,0.0,2014-08-07
408,-0.3182,0.066,0.882,0.051,2014-08-08
409,-0.296,0.061,0.905,0.034,2014-08-09
410,-0.2263,0.035,0.965,0.0,2014-08-11
411,0.4404,0.036,0.908,0.057,2014-08-12
412,0.4215,0.0,0.972,0.028,2014-08-13
413,0.5859,0.07,0.801,0.129,2014-08-14
414,0.9186,0.0,0.921,0.079,2014-08-15
415,-0.765,0.125,0.836,0.039,2014-08-16
416,0.4404,0.0,0.927,0.073,2014-08-21
417,0.0,0.0,1.0,0.0,2014-08-22
418,0.0,0.0,1.0,0.0,2014-08-23
419,0.2732,0.0,0.923,0.077,2014-08-24
420,0.2263,0.0,0.981,0.019,2014-08-25
421,0.7351,0.0,0.933,0.067,2014-08-28
422,0.7717,0.057,0.785,0.158,2014-08-30
423,0.0258,0.072,0.853,0.075,2014-09-02
424,0.6249,0.05,0.764,0.186,2014-09-03
425,0.1531,0.032,0.931,0.037,2014-09-04
426,0.2732,0.0,0.939,0.061,2014-09-05
427,-0.0366,0.073,0.832,0.095,2014-09-06
428,0.9349,0.053,0.813,0.133,2014-09-08
429,-0.9726,0.106,0.862,0.032,2014-09-09
430,0.6115,0.025,0.881,0.093,2014-09-10
431,-0.6486,0.086,0.853,0.061,2014-09-11
432,0.7856,0.017,0.922,0.061,2014-09-12
433,0.0,0.0,1.0,0.0,2014-09-13
434,0.0,0.0,1.0,0.0,2014-09-16
435,0.9836,0.0,0.921,0.079,2014-09-17
436,0.6808,0.0,0.966,0.034,2014-09-18
437,-0.7579,0.077,0.923,0.0,2014-09-19
438,0.9678,0.038,0.842,0.12,2014-09-23
439,-0.0258,0.033,0.937,0.03,2014-09-22
440,-0.4588,0.052,0.919,0.029,2014-09-25
441,0.7003,0.099,0.776,0.125,2014-09-26
442,0.6486,0.0,0.858,0.142,2014-09-27
443,0.9325,0.0,0.876,0.124,2014-09-30
444,-0.5267,0.075,0.925,0.0,2014-10-01
445,0.2023,0.054,0.907,0.039,2014-10-02
446,0.1154,0.0,0.961,0.039,2014-10-06
447,0.5267,0.03,0.906,0.064,2014-10-07
