,compound,neg,neu,pos,trading_date
167,0.0,0.0,1.0,0.0,2015-01-14
168,0.0,0.0,1.0,0.0,2015-01-15
169,0.2732,0.03,0.915,0.055,2015-01-16
170,0.8225,0.0,0.828,0.172,2015-01-19
171,0.9413,0.0,0.811,0.189,2015-01-20
172,0.6369,0.0,0.928,0.072,2015-01-22
173,0.6808,0.0,0.809,0.191,2015-01-21
174,0.8979,0.0,0.881,0.119,2015-01-23
175,0.8225,0.0,0.888,0.112,2015-01-29
176,0.9623,0.046,0.78,0.174,2015-01-30
177,0.0,0.0,1.0,0.0,2015-01-31
178,-0.4588,0.073,0.927,0.0,2015-02-03
179,0.5574,0.0,0.905,0.095,2015-02-04
180,0.5859,0.034,0.894,0.073,2015-02-12
181,0.5106,0.0,0.904,0.096,2015-02-23
182,-0.8481,0.101,0.832,0.067,2015-02-24
183,-0.6705,0.15,0.784,0.067,2015-02-25
184,0.8957,0.047,0.828,0.125,2015-02-26
185,-0.836,0.085,0.887,0.028,2015-03-03
186,-0.0516,0.028,0.946,0.026,2015-03-04
187,0.3182,0.0,0.922,0.078,2015-03-06
188,0.7096,0.0,0.939,0.061,2015-03-12
189,0.2023,0.0,0.945,0.055,2015-03-17
190,0.9595,0.0,0.794,0.206,2015-03-20
191,0.8625,0.0,0.789,0.211,2015-03-21
192,0.6808,0.041,0.886,0.072,2015-03-25
193,0.1154,0.0,0.973,0.027,2015-03-27
194,0.0,0.0,1.0,0.0,2015-03-30
195,0.7178,0.0,0.788,0.212,2015-04-03
196,0.4404,0.0,0.92,0.08,2015-04-06
197,0.4939,0.011,0.943,0.046,2015-04-08
198,-0.1779,0.242,0.594,0.164,2015-04-09
199,0.0,0.0,1.0,0.0,2015-04-11
200,0.9584,0.071,0.746,0.184,2015-04-10
201,0.8953,0.0,0.852,0.148,2015-04-13
202,0.296,0.0,0.95,0.05,2015-04-14
203,0.9902,0.0,0.833,0.167,2015-04-24
204,0.9298,0.0,0.797,0.203,2015-04-23
205,0.7003,0.0,0.788,0.212,2015-04-25
206,0.8779,0.0,0.748,0.252,2015-04-28
207,0.25,0.0,0.965,0.035,2015-04-30
208,0.8481,0.051,0.84,0.11,2015-05-06
209,-0.25,0.062,0.89,0.048,2015-05-05
210,-0.8934,0.097,0.903,0.0,2015-05-14
211,0.6369,0.0,0.909,0.091,2015-05-20
212,0.9545,0.021,0.777,0.202,2015-05-21
213,0.0,0.0,1.0,0.0,2015-05-25
214,-0.5719,0.03,0.952,0.018,2015-05-26
215,-0.5267,0.077,0.923,0.0,2015-05-27
216,0.8271,0.03,0.879,0.091,2015-05-28
217,0.93,0.0,0.774,0.226,2015-06-01
218,0.7003,0.0,0.893,0.107,2015-06-04
219,0.9313,0.0,0.861,0.139,2015-06-05
220,0.4404,0.0,0.923,0.077,2015-06-08
221,0.0516,0.052,0.882,0.066,2015-06-12
222,-0.5574,0.076,0.857,0.067,2015-06-11
223,0.5267,0.0,0.913,0.087,2015-06-13
224,0.1027,0.062,0.833,0.104,2015-06-15
225,0.0772,0.008,0.982,0.01,2015-06-17
226,0.1027,0.065,0.846,0.089,2015-06-16
227,0.6908,0.0,0.93,0.07,2015-06-23
228,0.9274,0.0,0.941,0.059,2015-06-24
229,-0.6908,0.146,0.83,0.024,2015-06-25
230,0.9498,0.035,0.823,0.142,2015-06-27
231,0.6808,0.066,0.802,0.132,2015-06-26
232,0.9517,0.011,0.827,0.162,2015-06-29
233,0.872,0.021,0.881,0.098,2015-06-30
234,0.6808,0.0,0.875,0.125,2015-07-01
235,-0.8519,0.141,0.859,0.0,2015-07-07
236,0.9081,0.032,0.864,0.105,2015-07-14
237,0.7184,0.161,0.424,0.415,2015-07-15
238,0.0,0.0,1.0,0.0,2015-07-16
239,0.0,0.0,1.0,0.0,2015-07-17
240,0.9302,0.015,0.897,0.088,2015-07-22
241,0.993,0.024,0.775,0.201,2015-07-24
242,0.0,0.0,1.0,0.0,2015-07-23
243,0.986,0.0,0.831,0.169,2015-07-25
244,0.9517,0.0,0.7,0.3,2015-07-26
245,0.7003,0.0,0.794,0.206,2015-07-28
246,-0.5574,0.062,0.907,0.031,2015-07-29
247,0.5574,0.061,0.82,0.119,2015-07-30
248,0.4588,0.0,0.868,0.132,2015-07-31
249,0.0516,0.04,0.927,0.033,2015-08-04
250,0.875,0.075,0.769,0.156,2015-08-07
251,0.0,0.0,1.0,0.0,2015-08-08
252,0.0,0.0,1.0,0.0,2015-08-12
253,-0.3818,0.116,0.838,0.046,2015-08-14
254,-0.25,0.083,0.856,0.06,2015-08-17
255,0.0,0.0,1.0,0.0,2015-08-26
256,0.0,0.0,1.0,0.0,2015-08-27
257,0.9081,0.0,0.727,0.273,2015-09-03
258,0.6808,0.0,0.961,0.039,2015-09-08
259,0.8271,0.015,0.893,0.093,2015-09-09
260,0.9457,0.023,0.86,0.116,2015-09-11
261,-0.25,0.043,0.92,0.037,2015-09-16
262,0.1779,0.0,0.948,0.052,2015-09-15
263,0.4215,0.062,0.856,0.083,2015-09-17
264,-0.2732,0.062,0.938,0.0,2015-09-18
265,0.8957,0.0,0.848,0.152,2015-09-22
266,0.9786,0.031,0.754,0.215,2015-09-21
267,0.6808,0.0,0.909,0.091,2015-09-23
268,0.4215,0.0,0.945,0.055,2015-09-25
269,0.9217,0.071,0.75,0.179,2015-09-30
270,0.6124,0.0,0.878,0.122,2015-09-29
271,0.4767,0.0,0.936,0.064,2015-10-01
272,0.8481,0.0,0.758,0.242,2015-10-03
273,-0.7964,0.172,0.828,0.0,2015-10-06
274,-0.7964,0.168,0.832,0.0,2015-10-07
275,0.9794,0.0,0.846,0.154,2015-10-08
276,0.9136,0.0,0.793,0.207,2015-10-09
277,0.9751,0.0,0.711,0.289,2015-10-16
278,0.2023,0.0,0.938,0.062,2015-10-19
279,0.9393,0.04,0.697,0.263,2015-10-20
280,0.2732,0.0,0.942,0.058,2015-10-22
281,0.985,0.0,0.828,0.172,2015-10-23
282,0.4404,0.0,0.952,0.048,2015-10-24
283,0.4404,0.0,0.9,0.1,2015-10-25
284,0.2732,0.104,0.746,0.149,2015-10-27
285,-0.5719,0.055,0.945,0.0,2015-10-28
286,-0.128,0.096,0.83,0.074,2015-10-31
287,0.0,0.0,1.0,0.0,2015-11-03
288,0.128,0.033,0.912,0.055,2015-11-10
289,-0.9403,0.118,0.845,0.037,2015-11-13
290,0.9776,0.0,0.837,0.163,2015-11-12
291,0.1779,0.0,0.941,0.059,2015-11-16
292,0.0,0.0,1.0,0.0,2015-11-20
293,-0.8047,0.205,0.763,0.032,2015-11-25
294,-0.2263,0.073,0.852,0.075,2015-11-27
295,-0.8834,0.108,0.849,0.043,2015-12-01
296,-0.2732,0.084,0.859,0.057,2015-12-02
297,0.0516,0.058,0.882,0.06,2015-12-03
298,-0.5994,0.256,0.614,0.13,2015-12-04
299,-0.5267,0.061,0.939,0.0,2015-12-19
300,0.6369,0.071,0.706,0.224,2015-12-22
301,0.0,0.0,1.0,0.0,2015-12-30
302,0.0,0.0,1.0,0.0,2016-01-05
303,0.0,0.0,1.0,0.0,2016-01-12
304,-0.0258,0.073,0.856,0.071,2016-01-11
305,0.0,0.0,1.0,0.0,2016-01-14
306,-0.9186,0.115,0.835,0.05,2016-01-13
